,name,rating,reviews,type,hq,old,employees
15,Tractors and Far...,4.1,(1.8k Reviews),Public,"Chennai,Tamil Nadu + 140 more",62 years old,5k-10k Employees (India)
16,RSPL Group,4.1,(1.8k Reviews),Private,"Mumbai,Maharashtra + 151 more",35 years old,1k-5k Employees (India)
17,Ceat Tyres,4.1,(1.9k Reviews),Public,"Mumbai,Maharashtra + 96 more",64 years old,5k-10k Employees (India)
18,Ekart Logistics,4.2,(1.8k Reviews),Private,"San Francisco,California + 400 more",13 years old,5k-10k Employees (India)
19,ITC Infotech In...,3.6,(1.8k Reviews),Private,"Bangalore/Bengaluru,Karnataka + 42 more",22 years old,5k-10k Employees (India)
20,Tata AIA Life In...,4.0,(1.8k Reviews),Private,"Mumbai,Maharashtra + 208 more",21 years old,10k-50k Employees (India)
21,ACC,4.0,(1.9k Reviews),Public,"Mumbai,Maharashtra + 175 more",86 years old,5k-10k Employees (India)
22,Publicis Sapien...,3.7,(1.8k Reviews),Private,"New York,New York + 14 more",32 years old,10k-50k Employees (India)
23,RBL Bank,3.8,(1.8k Reviews),Public,"Mumbai,Maharashtra + 181 more",79 years old,10k-50k Employees (India)
24,State Street Syn...,3.8,(1.8k Reviews),Private,Mumbai + 12 more,18 years old,501-1k Employees (India)
25,PNB MetLife,3.7,(1.8k Reviews),Private,"Mumbai,Maharashtra + 246 more",21 years old,5k-10k Employees (India)
26,Tata Teleservice...,4.2,(1.8k Reviews),Public,"Mumbai,Maharashtra + 150 more",26 years old,201-500 Employees (India)
27,Dabur,4.1,(1.8k Reviews),Public,"Ghaziabad,Uttar Pradesh + 197 more",138 years old,5k-10k Employees (India)
28,Capita,3.9,(1.8k Reviews),Private,"Indore,Madhya Pradesh + 16 more",17 years old,1k-5k Employees (India)
29,KPIT Technologie...,3.6,(1.7k Reviews),Public,"Pune,Maharashtra + 21 more",32 years old,5k-10k Employees (India)
0,Rivigo,3.8,(1.7k Reviews),Private,"Gurgaon,Haryana + 146 more",8 years old,1k-5k Employees (India)
1,Kotak Mahindara ...,3.9,(1.7k Reviews),Public,"Mumbai,Maharashtra + 167 more",21 years old,10k-50k Employees (India)
2,Dilip Buildcon,4.1,(1.7k Reviews),Public,"Bhopal,Madhya Pradesh + 142 more",35 years old,10k-50k Employees (India)
3,Biocon Biologics...,3.9,(1.7k Reviews),Public,"Bangalore/Bengaluru,Karnataka + 55 more",44 years old,10k-50k Employees (India)
4,Patanjali Ayurve...,4.1,(1.7k Reviews),Private,"Haridwar,Uttarakhand + 218 more",16 years old,5k-10k Employees (India)
5,IndiGo,3.5,(1.8k Reviews),Private,"Boston,Massachusetts + 72 more",17 years old,10k-50k Employees (India)
6,Apollo Tyres,4.2,(2.1k Reviews),Public,"Gurgaon/Gurugram,Haryana + 130 more",50 years old,5k-10k Employees (India)
7,Berger Paints,3.8,(1.8k Reviews),Public,"Kolkata,West Bengal + 183 more",99 years old,1k-5k Employees (India)
8,HDFC Ergo Genera...,4.0,(1.7k Reviews),Public,"Mumbai,Maharashtra + 178 more",20 years old,5k-10k Employees (India)
9,Utkarsh Small Fi...,3.9,(1.7k Reviews),Public,"Varanasi,Uttar Pradesh + 225 more",13 years old,10k-50k Employees (India)
10,Radisson Hotels,3.9,(1.7k Reviews),Private,"Minnetonka,Minnesota + 89 more",113 years old,10k-50k Employees (India)
11,Ola Cabs,3.4,(2.5k Reviews),Private,Bangalore + 85 more,12 years old,10k-50k Employees (India)
12,JK Cement,4.2,(1.7k Reviews),Public,"Gurgaon/Gurugram,Haryana + 184 more",48 years old,1k-5k Employees (India)
13,GeBBS Healthcare...,3.8,(1.7k Reviews),Private,"Culver City,California + 11 more",17 years old,5k-10k Employees (India)
14,PolicyBazaar,3.6,(1.7k Reviews),Public,"Gurgaon,Haryana + 34 more",14 years old,5k-10k Employees (India)
15,Cogent E Service...,3.4,(1.6k Reviews),Private,"Noida,Uttar Pradesh + 26 more",18 years old,10k-50k Employees (India)
16,Aarti Industries,4.2,(1.6k Reviews),Public,"Mumbai,Maharashtra + 34 more",47 years old,5k-10k Employees (India)
17,Landmark Group,4.2,(5k Reviews),Private,"Dubai Marina,Dubai + 111 more",49 years old,1k-5k Employees (India)
18,Eureka Forbes,4.0,(1.6k Reviews),Private,"Mumbai,Maharashtra + 149 more",40 years old,5k-10k Employees (India)
19,Persistent Syste...,4.1,(1.6k Reviews),Public,"Pune,Maharashtra + 10 more",32 years old,10k-50k Employees (India)
20,Aakash Education...,3.7,(1.9k Reviews),Private,"New Delhi,Delhi + 145 more",34 years old,10k-50k Employees (India)
21,R1 RCM,4.0,(1.6k Reviews),Private,"Murray,Utah + 15 more",19 years old,5k-10k Employees (India)
22,Lifestyle,4.4,(1.8k Reviews),Private,"Bangalore/Bengaluru,Karnataka + 94 more",23 years old,10k-50k Employees (India)
23,Max Healthcare,4.1,(1.7k Reviews),Partnership,"Delhi/NCR,New Delhi + 51 more",21 years old,1k-5k Employees (India)
24,Reliance Digital,4.3,(1.6k Reviews),Private,"Mumbai,Maharashtra + 224 more",15 years old,5k-10k Employees (India)
25,Nestle,4.1,(1.8k Reviews),Public,Vevey + 187 more,63 years old,10k-50k Employees (India)
26,Tata AIG,4.1,(1.6k Reviews),Private,"Mumbai,Maharashtra + 185 more",22 years old,5k-10k Employees (India)
27,Escorts Group,4.2,(1.8k Reviews),Public,"Faridabad,Haryana + 98 more",62 years old,10k-50k Employees (India)
28,JMC Projects,4.2,(1.6k Reviews),Public,"Mumbai,Maharashtra + 98 more",40 years old,1k-5k Employees (India)
29,Blue Dart Expres...,4.2,(1.7k Reviews),Public,"Mumbai,Maharashtra + 191 more",39 years old,10k-50k Employees (India)
0,AFCONS Infrastru...,4.4,(1.6k Reviews),Partnership,"Mumbai,Maharashtra + 72 more",63 years old,1k-5k Employees (India)
1,Mankind Pharma,4.2,(1.8k Reviews),Private,"New Delhi,Delhi + 149 more",27 years old,5k-10k Employees (India)
2,Access Healthcar...,4.0,(1.6k Reviews),Private,"Dallas,Texas + 15 more",11 years old,1k-5k Employees (India)
3,HCL Infosystems,3.9,(1.6k Reviews),Public,"Noida,Uttar Pradesh + 105 more",46 years old,10k-50k Employees (India)
4,Voltas,4.1,(1.6k Reviews),Public,"Mumbai,Maharashtra + 140 more",68 years old,5k-10k Employees (India)
5,Pfizer,4.2,(5k Reviews),Public,"Chennai,Tamil Nadu + 102 more",18 years old,5k-10k Employees (India)
6,Life Insurance C...,4.3,(1.5k Reviews),Private,Mumbai + 360 more,66 years old,1 Lakh+ Employees (India)
7,Paras Hospital,4.7,(1.5k Reviews),Private,"Gurgaon/Gurugram,Haryana + 24 more",16 years old,1k-5k Employees (India)
8,I Process Servic...,4.0,(1.5k Reviews),Private,"Mumbai,Maharashtra + 222 more",17 years old,1k-5k Employees (India)
9,Zensar Technolog...,3.9,(1.5k Reviews),Public,"Pune,Maharashtra + 18 more",21 years old,5k-10k Employees (India)
10,Delhi Public Sch...,3.9,(1.5k Reviews),Public,"Greater Noida,Uttar Pradesh + 211 more",24 years old,1k-5k Employees (India)
11,Walmart,4.2,(13.2k Reviews),Private,"Bangalore/Bengaluru,Karnataka + 72 more",13 years old,5k-10k Employees (India)
12,Birla Sun Life I...,4.2,(1.5k Reviews),Private,"Mumbai,Maharashtra + 290 more",22 years old,10k-50k Employees (India)
13,Statestreet HCL ...,3.4,(1.5k Reviews),Private,New Delhi + 11 more,10 years old,5k-10k Employees (India)
14,G4S,4.1,(1.6k Reviews),Private,"Gurgaon/Gurugram,Haryana + 108 more",26 years old,1 Lakh+ Employees (India)
15,Exide Industries,3.7,(1.6k Reviews),Public,"Kolkata,West Bengal + 166 more",75 years old,1k-5k Employees (India)
16,Aditya Birla Gro...,4.2,(16.3k Reviews),"Mumbai,Maharashtra + 194 more",165 years old,50k-1 Lakh Employees (India),
17,Birlasoft,3.8,(1.5k Reviews),Public,"Pune,Maharashtra + 26 more",27 years old,10k-50k Employees (India)
18,Lenskart,3.1,(1.5k Reviews),Private,"Faridabad,Haryana + 111 more",12 years old,1k-5k Employees (India)
19,United Phosphoru...,4.3,(1.5k Reviews),Public,"Mumbai,Maharashtra + 112 more",53 years old,5k-10k Employees (India)
20,Fiserv,3.9,(1.5k Reviews),Private,"Brookfield,Wisconsin + 23 more",38 years old,5k-10k Employees (India)
21,Raymond,4.0,(1.8k Reviews),Public,New York + 109 more,97 years old,5k-10k Employees (India)
22,Samsung Electron...,4.2,(1.5k Reviews),Noida + 173 more,,,
23,Legato Health Te...,4.1,(1.5k Reviews),LLP,"Bangalore/Bengaluru,Karnataka + 8 more",5 years old,5k-10k Employees (India)
24,ACT Fibernet,4.1,(1.5k Reviews),Private,"Bengaluru/Bangalore,Karnataka + 36 more",22 years old,5k-10k Employees (India)
25,AGS Health,4.1,(1.5k Reviews),Private,Washington DC + 26 more,11 years old,5k-10k Employees (India)
26,Micro Labs,3.8,(1.5k Reviews),Private,"Bangalore/Bengaluru,Karnataka + 98 more",49 years old,10k-50k Employees (India)
27,PepsiCo,4.2,(1.5k Reviews),Private,"Harrison,New York + 179 more",33 years old,1 Lakh+ Employees (India)
28,HDFC Sales,4.0,(1.4k Reviews),Private,"Mumbai,Maharashtra + 225 more",18 years old,10k-50k Employees (India)
29,Tata Technologie...,3.6,(1.5k Reviews),Private,Singapore + 34 more,33 years old,5k-10k Employees (India)
0,R.R. Donnelley,4.1,(1.5k Reviews),Private,"Chicago,Illinois + 9 more",158 years old,5k-10k Employees (India)
1,BHEL,4.2,(1.4k Reviews),Private,"Bangalore/Bengaluru,Karnataka + 88 more",58 years old,10k-50k Employees (India)
2,PVR Cinemas,4.2,(1.4k Reviews),Public,Gurgaon + 88 more,25 years old,5k-10k Employees (India)
3,TVS Supply Chain...,4.1,(1.6k Reviews),"Chennai,Tamil Nadu + 110 more",126 years old,1k-5k Employees (India),
4,Ajanta Pharma,4.0,(1.4k Reviews),Public,"Mumbai,Maharashtra + 84 more",49 years old,1k-5k Employees (India)
5,Flex,4.2,(1.4k Reviews),Private,San Jose + 33 more,53 years old,10k-50k Employees (India)
6,Blue Star,4.1,(1.5k Reviews),Public,"Mumbai,Maharashtra + 108 more",79 years old,1k-5k Employees (India)
7,Cholamandalam MS...,4.0,(1.4k Reviews),JV,"Chennai,Tamil Nadu + 269 more",21 years old,50k-1 Lakh Employees (India)
8,Poonawalla Finco...,4.1,(1.8k Reviews),Public,"Mumbai,Maharashtra + 241 more",34 years old,5k-10k Employees (India)
9,Renault-Nissan,4.1,(1.4k Reviews),Private,"Chennai,Tamil Nadu + 65 more",12 years old,10k-50k Employees (India)
10,Mahindra Holiday...,3.7,(1.4k Reviews),Private,"Chennai,Tamil Nadu + 86 more",26 years old,5k-10k Employees (India)
11,Britannia,4.1,(1.4k Reviews),Public,"Reading,Reading + 172 more",130 years old,5k-10k Employees (India)
12,Societe Generale,3.8,(1.4k Reviews),Private,"Bangalore/Bengaluru,Karnataka + 13 more",22 years old,1k-5k Employees (India)
13,The Himalaya Dru...,4.2,(1.4k Reviews),Private,"San Francisco,California + 151 more",92 years old,1k-5k Employees (India)
14,Dalmia Bharat Ce...,4.1,(1.4k Reviews),Public,"Delhi/NCR,New Delhi + 135 more",87 years old,5k-10k Employees (India)
15,Emcure Pharmaceu...,4.0,(1.5k Reviews),Private,Pune + 80 more,41 years old,5k-10k Employees (India)
16,Extramarks Educa...,3.8,(1.4k Reviews),Private,"Noida,Uttar Pradesh + 91 more",15 years old,1k-5k Employees (India)
17,NIIT Technologie...,3.5,(1.4k Reviews),Public,"Noida,Uttar Pradesh + 76 more",18 years old,5k-10k Employees (India)
18,Sonalika Tractor...,3.9,(1.4k Reviews),Private,"Hoshiarpur,Punjab + 122 more",53 years old,1k-5k Employees (India)
19,Tech Mahindra Bu...,3.5,(1.4k Reviews),Public,"Mumbai,Maharashtra + 33 more",19 years old,1k-5k Employees (India)
20,Bajaj Allianz Ge...,4.3,(1.4k Reviews),Pune + 159 more,,,
21,Reliance SMSL,4.1,(1.4k Reviews),Public,Mumbai + 353 more,15 years old,1k-5k Employees (India)
22,Mahindra Rural H...,4.2,(1.4k Reviews),Public,"Mumbai,Maharashtra + 312 more",15 years old,5k-10k Employees (India)
23,Exide Life Insur...,3.7,(1.4k Reviews),Private,"Bangalore/Bengaluru,Karnataka + 187 more",21 years old,1k-5k Employees (India)
24,TVS Sundram Fast...,3.8,(1.3k Reviews),Public,"Chennai,Tamil Nadu + 35 more",56 years old,1k-5k Employees (India)
25,Sterling & Wilso...,4.2,(1.3k Reviews),Private,Mumbai + 67 more,95 years old,5k-10k Employees (India)
26,Shahi Exports,4.1,(1.4k Reviews),Private,"Faridabad,Haryana + 48 more",48 years old,1 Lakh+ Employees (India)
27,Yazaki,3.9,(1.3k Reviews),Private,"Tokyo,Tokyo + 47 more",81 years old,10k-50k Employees (India)
28,IGT Solutions,3.6,(1.3k Reviews),Private,"Gurgaon/Gurugram,Haryana + 16 more",24 years old,5k-10k Employees (India)
29,Ambuja Cements,4.0,(1.3k Reviews),Public,"Mumbai,Maharashtra + 164 more",39 years old,5k-10k Employees (India)
0,Big Bazaar,4.3,(1.3k Reviews),Private,"Mumbai,Maharashtra + 149 more",21 years old,10k-50k Employees (India)
1,Kalyan Jewellers,4.8,(1.3k Reviews),Private,Thrissur + 117 more,29 years old,5k-10k Employees (India)
2,Shriram City,4.1,(1.3k Reviews),Public,"Chennai,Tamil Nadu + 358 more",36 years old,10k-50k Employees (India)
3,café Coffee day,4.2,(1.3k Reviews),Private,"Bengaluru,Karnataka + 81 more",26 years old,10k-50k Employees (India)
4,UNO Minda,4.1,(1.3k Reviews),Gurgaon + 63 more,64 years old,1k-5k Employees (India),
5,Indian Navy,4.7,(1.3k Reviews),Private,"Delhi/NCR,Delhi + 56 more",72 years old,50k-1 Lakh Employees (India)
6,Force Motors,3.4,(1.3k Reviews),Public,"Pune,Maharashtra + 73 more",64 years old,1k-5k Employees (India)
7,Bhushan Power & ...,3.9,(1.3k Reviews),Private,"Delhi/NCR,New Delhi + 47 more",52 years old,10k-50k Employees (India)
8,V-Mart,4.4,(1.3k Reviews),Public,"Gurgaon/Gurugram,Haryana + 200 more",20 years old,5k-10k Employees (India)
9,Honda,4.2,(4.5k Reviews),Private,"Greater Noida,Uttar Pradesh + 180 more",37 years old,10k-50k Employees (India)
10,DS Group,4.1,(1.4k Reviews),Private,"Noida,Uttar Pradesh + 132 more",93 years old,1k-5k Employees (India)
11,Indus Towers,4.0,(1.3k Reviews),Private,"Gurgaon,Haryana + 105 more",15 years old,5k-10k Employees (India)
12,State Street Cor...,3.8,(1.5k Reviews),Private,"Boston,Massachusetts + 12 more",230 years old,10k-50k Employees (India)
13,Brakes India,4.2,(1.3k Reviews),Partnership,"Chennai,Tamil Nadu + 57 more",60 years old,1k-5k Employees (India)
14,TVS Credit,4.3,(1.3k Reviews),Public,"Chennai,Tamil Nadu + 208 more",14 years old,10k-50k Employees (India)
15,BlackBuck,3.9,(1.3k Reviews),Private,"Bangalore,Karnataka + 209 more",7 years old,1k-5k Employees (India)
16,CG Power and Ind...,3.8,(1.3k Reviews),Public,"Mumbai,Maharashtra + 89 more",85 years old,1k-5k Employees (India)
17,Parle Agro,4.3,(1.3k Reviews),Private,"Mumbai,Maharashtra + 138 more",38 years old,1k-5k Employees (India)
18,Shree Cement,4.3,(1.3k Reviews),Public,"Kolkata,West Bengal + 139 more",43 years old,5k-10k Employees (India)
19,Sobha,4.0,(1.3k Reviews),Public,"Bangalore/Bengaluru,Karnataka + 33 more",27 years old,1k-5k Employees (India)
20,Datamatics Globa...,3.7,(1.7k Reviews),Public,Mumbai + 22 more,47 years old,1k-5k Employees (India)
21,Whirlpool,4.2,(1.3k Reviews),Public,Michigan + 111 more,111 years old,5k-10k Employees (India)
22,JK Tyres,3.9,(1.3k Reviews),Private,New Delhi + 110 more,71 years old,1k-5k Employees (India)
23,Thomson Reuters,4.3,(1.3k Reviews),Private,Toronto + 18 more,14 years old,5k-10k Employees (India)
24,Myntra,4.2,(1.4k Reviews),Private,"Bangalore,Karnataka + 85 more",15 years old,5k-10k Employees (India)
25,Reliance Trends,4.3,(1.3k Reviews),Private,"Navi Mumbai,Maharashtra + 254 more",16 years old,1 Lakh+ Employees (India)
26,3i Infotech,3.6,(1.3k Reviews),Public,"Mumbai,Maharashtra + 86 more",29 years old,5k-10k Employees (India)
27,Exotic Learning,4.7,(1.3k Reviews),Private,"Lucknow,Uttar Pradesh + 135 more",2 years old,51-200 Employees (India)
28,Grasim Industrie...,4.2,(6.6k Reviews),Public,Nagda + 54 more,75 years old,10k-50k Employees (India)
29,GVK Emergency Ma...,3.8,(1.2k Reviews),Private,"Hyderabad/Secunderabad,Telangana + 108 more",17 years old,10k-50k Employees (India)
0,Sterlite Technol...,4.2,(1.2k Reviews),Public,"Pune,Maharashtra + 53 more",34 years old,5k-10k Employees (India)
1,Indiabulls,3.7,(4k Reviews),Public,"Gurgaon/Gurugram,Haryana + 141 more",22 years old,10k-50k Employees (India)
2,IKS Health,3.5,(1.2k Reviews),Private,"Mumbai,Maharashtra + 9 more",15 years old,1k-5k Employees (India)
3,Lodha group,4.2,(1.2k Reviews),Private,"Mumbai,Maharashtra + 18 more",42 years old,1k-5k Employees (India)
4,Mahindra Logisti...,4.1,(1.2k Reviews),Public,"Mumbai,Maharashtra + 91 more",22 years old,1k-5k Employees (India)
5,Tata Motors Fina...,4.3,(1.2k Reviews),Private,"Mumbai,Maharashtra + 205 more",65 years old,1k-5k Employees (India)
6,ICICI Securities,3.7,(1.2k Reviews),Public,"Mumbai,Maharashtra + 103 more",27 years old,5k-10k Employees (India)
7,Wockhardt,4.1,(1.7k Reviews),Public,"Mumbai,Maharashtra + 68 more",23 years old,5k-10k Employees (India)
8,Delphi TVS,4.0,(1.2k Reviews),Private,"Kanchipuram,Tamil Nadu + 24 more",33 years old,1k-5k Employees (India)
9,Bharti AXA Life ...,3.9,(1.2k Reviews),Private,Mumbai + 196 more,16 years old,5k-10k Employees (India)
10,BT Group,4.2,(2.6k Reviews),Private,London + 13 more,176 years old,10k-50k Employees (India)
11,SRF,4.3,(1.8k Reviews),Public,"Gurgaon/Gurugram,Haryana + 39 more",52 years old,1k-5k Employees (India)
12,Synechron,4.2,(1.6k Reviews),Private,"New York,New York + 13 more",21 years old,5k-10k Employees (India)
13,Info Edge,4.0,(1.9k Reviews),Public,"Noida,Uttar Pradesh + 55 more",27 years old,1k-5k Employees (India)
14,GE,4.2,(3.3k Reviews),Private,"Boston,Massachusetts + 53 more",130 years old,10k-50k Employees (India)
15,Kansai Nerolac P...,3.9,(1.2k Reviews),Public,"Mumbai,Maharashtra + 123 more",102 years old,1k-5k Employees (India)
16,JCB,4.0,(1.2k Reviews),Private,"Rocester,Staffordshire + 72 more",77 years old,1k-5k Employees (India)
17,Endurance Techno...,3.8,(1.2k Reviews),Public,"Aurangabad,Maharashtra + 29 more",37 years old,1k-5k Employees (India)
18,Gabriel India,4.3,(1.2k Reviews),Public,"Pune,Maharashtra + 32 more",61 years old,1k-5k Employees (India)
19,Future Generali ...,4.0,(1.2k Reviews),Private,Mumbai + 144 more,15 years old,1k-5k Employees (India)
20,Bharat Petroleum,4.1,(1.2k Reviews),Private,"Mumbai,Maharashtra + 186 more",70 years old,50k-1 Lakh Employees (India)
21,Blinkit,3.8,(1.2k Reviews),Private,"Gurgaon,Haryana + 51 more",9 years old,5k-10k Employees (India)
22,Cadila Pharmaceu...,3.7,(1.2k Reviews),Public,"Ahmedabad,Gujrat + 97 more",71 years old,5k-10k Employees (India)
23,Cybage,4.0,(1.2k Reviews),Private,"Pune,Maharashtra + 5 more",27 years old,5k-10k Employees (India)
24,Kalpataru Power ...,4.2,(2.8k Reviews),Public,"Mumbai,Maharashtra + 143 more",41 years old,1k-5k Employees (India)
25,Sopra Steria,4.2,(1.3k Reviews),Private,"Paris,Ile-de-France + 9 more",54 years old,5k-10k Employees (India)
26,AXA Business Ser...,3.9,(1.2k Reviews),Private,Paris + 4 more,27 years old,1k-5k Employees (India)
27,XpressBees,4.0,(1.2k Reviews),Private,"Pune,Maharashtra + 174 more",7 years old,1k-5k Employees (India)
28,CSS Corp,3.7,(1.2k Reviews),Private,"San Jose,California + 20 more",26 years old,5k-10k Employees (India)
29,Cromā,4.3,(1.2k Reviews),Private,"Mumbai,Maharashtra + 85 more",16 years old,1k-5k Employees (India)
0,Barclays,4.2,(2.9k Reviews),Private,London + 22 more,332 years old,10k-50k Employees (India)
1,Shell,4.4,(1.3k Reviews),Public,"London,England + 72 more",18 years old,10k-50k Employees (India)
2,Parle Products,4.0,(1.2k Reviews),Private,Mumbai + 144 more,93 years old,50k-1 Lakh Employees (India)
3,Yamaha Motor,3.9,(1.3k Reviews),Private,"Iwata,Shizuoka + 109 more",15 years old,1k-5k Employees (India)
4,Lucas-TVS,4.0,(1.5k Reviews),Private,"Chennai,Tamil Nadu + 47 more",61 years old,5k-10k Employees (India)
5,Power Mech Proje...,3.8,(1.2k Reviews),Public,"Hyderabad/Secunderabad,Telangana + 90 more",15 years old,1k-5k Employees (India)
6,BA Continuum,4.4,(1.2k Reviews),Private,"Gurgaon/Gurugram,Haryana + 10 more",19 years old,10k-50k Employees (India)
7,Johnson Controls,4.0,(2.1k Reviews),Public,Cork + 40 more,27 years old,5k-10k Employees (India)
8,Sigma Electric M...,3.9,(1.2k Reviews),Private,"Garner,North Carolina + 18 more",40 years old,1k-5k Employees (India)
9,Tata Capital Fin...,4.2,(1.2k Reviews),Public,Mumbai + 125 more,15 years old,1k-5k Employees (India)
10,Coromandel Inter...,4.2,(1.2k Reviews),Public,"Hyderabad/Secunderabad,Telangana + 128 more",61 years old,5k-10k Employees (India)
11,Bureau Veritas,4.0,(1.2k Reviews),Private,La Défense + 74 more,194 years old,1k-5k Employees (India)
